duracion_dias,monto_pagado,infracciones_previas,tipo_vehiculo,zona_circulacion
2.0,3901.7,0,Monopatin,Zona C
7.0,17148.15,1,Moto,Zona C
4.0,63953.07,0,Furgoneta,Zona A
11.0,45690.74,2,Coche,Zona A
29.0,104698.19,1,Furgoneta,Zona B
2.0,25310.74,1,Moto,Zona A
29.0,4917.66,1,Coche,Zona C
16.0,28970.59,3,Coche,Zona C
7.0,43760.04,0,Coche,Zona A
13.0,150038.44,2,Camion,Zona D
5.0,170507.17,0,Camion,Zona B
17.0,4182.16,1,Bicicleta,Zona D
21.0,5558.53,2,Monopatin,Zona B
12.0,43971.91,0,Coche,Zona D
28.0,7221.87,2,Coche,Zona A
19.0,81687.29,1,Camion,Zona B
7.0,112077.72,3,Camion,Zona B
6.0,33362.31,0,Coche,Zona B
8.0,73619.58,0,Furgoneta,Zona C
13.0,33611.93,2,Moto,Zona C
5.0,142724.55,2,Camion,Zona D
2.0,7870.63,0,Monopatin,Zona A
9.0,5789.54,4,Monopatin,Zona C
11.0,126282.65,1,Camion,Zona B
24.0,93269.49,5,Furgoneta,Zona C
15.0,61380.84,1,Furgoneta,Zona A
29.0,2993.53,0,Bicicleta,Zona C
26.0,6194.26,0,Coche,Zona B
7.0,3691.21,5,Bicicleta,Zona D
25.0,6682.4,0,Monopatin,Zona B
7.0,30631.1,4,Moto,Zona A
19.0,18628.59,2,Moto,Zona D
6.0,43458.66,0,Coche,Zona C
11.0,7972.31,1,Bicicleta,Zona C
15.0,86801.83,1,Camion,Zona C
11.0,9297.25,1,Bicicleta,Zona D
15.0,142632.11,0,Camion,Zona B
2.0,45368.93,3,Furgoneta,Zona D
19.0,6024.54,1,Bicicleta,Zona D
4.0,79116.64,3,Furgoneta,Zona A
26.0,33554.35,1,Moto,Zona D
6.0,29892.14,0,Moto,Zona C
17.0,15036.23,1,Coche,Zona B
25.0,7299.21,2,Bicicleta,Zona B
5.0,91344.17,0,Furgoneta,Zona B
29.0,91201.45,4,Camion,Zona C
28.0,18419.41,0,Moto,Zona C
7.0,19397.84,4,Moto,Zona C
9.0,108912.82,3,Camion,Zona C
25.0,56501.76,2,Coche,Zona C
1.0,95838.33,0,Furgoneta,Zona D
1.0,5934.32,1,Bicicleta,Zona C
19.0,5513.22,2,Bicicleta,Zona C
6.0,4401.96,1,Monopatin,Zona C
18.0,7218.37,1,Monopatin,Zona C
10.0,57879.2,2,Coche,Zona B
28.0,29416.48,1,Moto,Zona C
11.0,8687.0,1,Bicicleta,Zona D
15.0,57272.46,0,Furgoneta,Zona D
1.0,96957.63,0,Camion,Zona D
5.0,33186.7,2,Moto,Zona B
20.0,5443.01,0,Monopatin,Zona C
1.0,39984.66,2,Furgoneta,Zona A
20.0,71789.8,0,Coche,Zona C
3.0,22510.36,0,Moto,Zona A
18.0,5980.07,0,Monopatin,Zona A
9.0,157884.17,4,Camion,Zona D
14.0,1156.9,4,Monopatin,Zona D
15.0,56818.97,1,Coche,Zona A
17.0,23105.68,0,Moto,Zona D
23.0,32811.89,1,Camion,Zona A
14.0,33012.09,2,Coche,Zona B
29.0,4318.09,0,Monopatin,Zona D
15.0,62684.77,0,Coche,Zona D
5.0,23678.22,1,Moto,Zona D
26.0,8355.49,0,Bicicleta,Zona B
21.0,44658.07,0,Coche,Zona A
17.0,66318.56,1,Coche,Zona C
22.0,5781.55,1,Monopatin,Zona D
29.0,5244.28,4,Monopatin,Zona A
25.0,78847.21,0,Camion,Zona B
2.0,4917.81,1,Monopatin,Zona C
23.0,146764.92,0,Furgoneta,Zona D
22.0,30964.5,0,Moto,Zona B
5.0,19454.93,1,Moto,Zona B
4.0,12445.9,0,Bicicleta,Zona C
4.0,6119.86,0,Bicicleta,Zona A
6.0,30357.28,2,Moto,Zona D
20.0,7889.12,0,Bicicleta,Zona D
13.0,5328.24,0,Monopatin,Zona A
22.0,23143.24,0,Moto,Zona A
5.0,7065.58,0,Bicicleta,Zona C
23.0,15123.74,0,Moto,Zona C
25.0,52999.54,3,Furgoneta,Zona D
26.0,55009.46,1,Coche,Zona C
23.0,3975.93,0,Monopatin,Zona B
7.0,18174.93,1,Moto,Zona D
15.0,92409.86,4,Coche,Zona C
1.0,13974.43,0,Bicicleta,Zona A
14.0,58712.36,0,Coche,Zona B
24.0,6082.27,0,Monopatin,Zona A
4.0,18906.88,2,Moto,Zona D
17.0,51554.22,0,Furgoneta,Zona A
21.0,7183.19,0,Bicicleta,Zona C
14.0,25002.22,1,Moto,Zona C
16.0,6069.62,1,Monopatin,Zona D
14.0,3607.19,2,Coche,Zona A
16.0,197300.9,0,Camion,Zona D
24.0,53720.37,1,Coche,Zona A
20.0,2673.95,4,Monopatin,Zona B
29.0,125669.09,0,Camion,Zona C
28.0,18231.62,0,Moto,Zona D
8.0,56659.04,1,Furgoneta,Zona B
24.0,5450.24,2,Bicicleta,Zona B
3.0,46152.71,0,Coche,Zona B
25.0,13046.52,0,Bicicleta,Zona D
19.0,25694.99,2,Moto,Zona B
1.0,9665.34,1,Coche,Zona A
2.0,64077.71,3,Coche,Zona B
15.0,23914.33,2,Moto,Zona D
22.0,5213.55,0,Bicicleta,Zona B
28.0,41630.2,2,Furgoneta,Zona A
10.0,4418.82,0,Monopatin,Zona C
18.0,33579.52,2,Moto,Zona C
22.0,6403.09,2,Monopatin,Zona B
14.0,26922.85,1,Coche,Zona A
17.0,89333.09,1,Furgoneta,Zona C
27.0,4794.76,0,Monopatin,Zona B
13.0,102666.65,0,Camion,Zona B
1.0,38927.25,0,Coche,Zona A
5.0,67027.79,2,Camion,Zona D
26.0,12313.1,0,Bicicleta,Zona B
13.0,84106.9,0,Furgoneta,Zona D
27.0,104071.25,2,Camion,Zona D
25.0,38658.75,0,Moto,Zona C
24.0,14588.38,0,Bicicleta,Zona A
3.0,111060.21,0,Camion,Zona C
15.0,123788.31,0,Camion,Zona C
19.0,95622.94,3,Furgoneta,Zona C
17.0,74932.78,0,Coche,Zona B
3.0,122232.83,0,Camion,Zona B
16.0,84599.23,1,Camion,Zona D
14.0,3869.93,2,Monopatin,Zona C
12.0,33830.74,0,Moto,Zona C
28.0,5931.55,1,Monopatin,Zona A
12.0,4740.63,1,Monopatin,Zona D
29.0,7427.17,1,Bicicleta,Zona A
11.0,47407.02,0,Coche,Zona D
17.0,34292.79,0,Moto,Zona D
8.0,61065.13,0,Furgoneta,Zona B
17.0,50878.13,1,Furgoneta,Zona B
21.0,185405.12,0,Camion,Zona B
25.0,120901.96,1,Camion,Zona D
23.0,78096.11,0,Furgoneta,Zona C
20.0,144155.72,0,Camion,Zona B
11.0,35166.34,1,Coche,Zona C
25.0,6125.74,3,Monopatin,Zona A
15.0,106221.82,1,Camion,Zona B
2.0,10701.61,0,Bicicleta,Zona B
10.0,64785.57,0,Camion,Zona D
10.0,28380.0,1,Moto,Zona A
11.0,46531.51,1,Coche,Zona D
28.0,19715.18,1,Moto,Zona B
6.0,30785.08,0,Moto,Zona A
4.0,7644.03,2,Bicicleta,Zona B
24.0,56990.19,3,Coche,Zona A
12.0,68985.68,0,Coche,Zona B
11.0,61872.43,1,Coche,Zona C
15.0,33794.43,0,Coche,Zona C
15.0,41873.81,0,Coche,Zona D
27.0,9102.3,0,Bicicleta,Zona C
26.0,148579.57,1,Camion,Zona B
25.0,22067.83,0,Moto,Zona B
13.0,52967.8,2,Coche,Zona C
5.0,126897.14,0,Camion,Zona D
1.0,16157.89,0,Moto,Zona A
6.0,4603.92,1,Bicicleta,Zona A
18.0,25778.31,0,Furgoneta,Zona A
22.0,82533.47,0,Furgoneta,Zona C
9.0,70889.15,0,Camion,Zona C
24.0,8205.09,0,Monopatin,Zona C
25.0,5981.17,0,Monopatin,Zona A
29.0,16136.0,0,Moto,Zona D
15.0,107243.14,0,Furgoneta,Zona B
26.0,160949.94,1,Camion,Zona C
15.0,10924.94,0,Bicicleta,Zona D
19.0,60606.28,1,Furgoneta,Zona B
24.0,119417.185,0,Camion,Zona B
6.0,73562.86,2,Coche,Zona D
29.0,4343.02,1,Bicicleta,Zona D
6.0,46735.49,4,Coche,Zona A
15.0,18669.93,0,Moto,Zona D
3.0,77961.86,2,Coche,Zona D
10.0,57365.86,1,Coche,Zona D
1.0,101389.95,3,Furgoneta,Zona B
28.0,5714.53,4,Monopatin,Zona C
14.0,133510.28,0,Camion,Zona A
4.0,5928.11,0,Bicicleta,Zona C
26.0,43302.36,1,Coche,Zona C
12.0,8171.64,0,Bicicleta,Zona D
6.0,4027.12,2,Monopatin,Zona A
11.0,3750.24,0,Monopatin,Zona C
12.0,46914.84,2,Coche,Zona C
10.0,20461.42,0,Moto,Zona A
18.0,50747.26,0,Coche,Zona D
15.0,69371.11,4,Furgoneta,Zona C
7.0,95345.09,0,Camion,Zona B
11.0,18042.82,0,Moto,Zona C
4.0,50091.44,0,Coche,Zona B
20.0,10131.92,2,Bicicleta,Zona D
15.0,29881.54,1,Moto,Zona C
13.0,13548.17,2,Moto,Zona A
18.0,62896.26,1,Coche,Zona A
9.0,29828.57,0,Moto,Zona C
26.0,10129.46,0,Bicicleta,Zona D
24.0,6625.42,0,Coche,Zona D
24.0,19542.6,1,Coche,Zona A
15.0,4550.3,1,Monopatin,Zona C
23.0,12297.11,0,Bicicleta,Zona D
29.0,75965.61,0,Coche,Zona A
9.0,117242.81,0,Camion,Zona B
10.0,29523.34,0,Moto,Zona C
28.0,144861.6,0,Camion,Zona B
2.0,12218.35,0,Bicicleta,Zona B
6.0,27589.6,0,Moto,Zona D
15.0,3181.57,2,Monopatin,Zona D
3.0,68575.86,0,Furgoneta,Zona D
11.0,232807.32,2,Camion,Zona C
6.0,15560.34,0,Moto,Zona B
3.0,121810.05,1,Camion,Zona C
24.0,42351.5,0,Moto,Zona D
11.0,38003.85,1,Coche,Zona B
15.0,1000.0,0,Monopatin,Zona C
13.0,28452.1,0,Camion,Zona C
20.0,60938.86,3,Furgoneta,Zona A
28.0,37689.57,1,Furgoneta,Zona C
10.0,10489.2,0,Bicicleta,Zona D
6.0,27011.08,0,Moto,Zona C
15.0,43181.86,0,Camion,Zona B
25.0,4171.16,1,Bicicleta,Zona C
18.0,164645.06,1,Camion,Zona A
18.0,26448.69,0,Moto,Zona B
7.0,114407.15,0,Furgoneta,Zona B
15.0,66785.16,0,Coche,Zona A
18.0,52387.5,0,Furgoneta,Zona D
18.0,10116.72,1,Bicicleta,Zona B
20.0,5844.28,1,Monopatin,Zona D
9.0,20574.19,1,Coche,Zona B
24.0,4731.25,0,Bicicleta,Zona B
2.0,43282.53,3,Moto,Zona D
8.0,36085.4,0,Coche,Zona B
20.0,8987.65,1,Bicicleta,Zona D
15.0,23570.12,4,Moto,Zona A
11.0,84409.37,1,Furgoneta,Zona D
26.0,4813.25,0,Monopatin,Zona A
7.0,32238.9,0,Moto,Zona B
6.0,153803.67,2,Camion,Zona D
10.0,25884.43,0,Moto,Zona B
5.0,18216.45,1,Moto,Zona D
11.0,4146.82,0,Monopatin,Zona A
15.0,63266.89,0,Camion,Zona A
2.0,7197.37,0,Bicicleta,Zona D
24.0,3760.58,0,Bicicleta,Zona A
1.0,26641.35,3,Moto,Zona B
19.0,130655.94,2,Camion,Zona B
2.0,156189.07,1,Camion,Zona C
21.0,3169.87,0,Monopatin,Zona A
20.0,52347.31,0,Furgoneta,Zona B
29.0,11659.28,1,Coche,Zona D
15.0,2946.9,0,Monopatin,Zona B
21.0,80768.24,1,Coche,Zona B
24.0,5782.65,0,Bicicleta,Zona A
4.0,3624.64,1,Monopatin,Zona D
12.0,10022.74,2,Bicicleta,Zona B
22.0,93185.4,0,Furgoneta,Zona C
20.0,74623.05,2,Coche,Zona C
18.0,34608.7,2,Furgoneta,Zona A
1.0,58004.53,1,Coche,Zona D
1.0,24655.2,0,Moto,Zona B
24.0,3384.91,0,Monopatin,Zona D
14.0,78222.09,2,Coche,Zona B
4.0,85648.4,1,Furgoneta,Zona A
5.0,8053.719999999999,2,Bicicleta,Zona B
11.0,56810.09,1,Coche,Zona D
24.0,2407.47,0,Monopatin,Zona D
28.0,31270.91,4,Coche,Zona A
23.0,108025.64,0,Camion,Zona D
13.0,8759.36,3,Bicicleta,Zona B
16.0,6911.95,0,Coche,Zona A
24.0,3672.62,0,Monopatin,Zona B
13.0,16650.32,0,Moto,Zona D
24.0,92034.23,3,Furgoneta,Zona A
22.0,23980.76,3,Moto,Zona B
26.0,2118.09,2,Monopatin,Zona D
2.0,5795.9,0,Bicicleta,Zona D
16.0,47273.48,0,Coche,Zona C
6.0,47686.95,1,Coche,Zona D
14.0,8215.66,0,Bicicleta,Zona B
1.0,3049.52,2,Monopatin,Zona A
17.0,48034.78,2,Coche,Zona C
11.0,64206.18,0,Coche,Zona D
19.0,6685.49,1,Coche,Zona D
3.0,73222.64,2,Furgoneta,Zona D
11.0,40112.7,3,Furgoneta,Zona B
29.0,118839.66,1,Camion,Zona C
5.0,13714.11,2,Moto,Zona B
17.0,8321.78,0,Bicicleta,Zona C
26.0,11903.93,0,Bicicleta,Zona A
22.0,5649.3,0,Bicicleta,Zona B
7.0,89960.13,0,Camion,Zona B
10.0,68723.57,0,Furgoneta,Zona A
28.0,5478.02,0,Monopatin,Zona C
29.0,3471.43,2,Monopatin,Zona D
11.0,106312.4,1,Camion,Zona A
3.0,3995.76,0,Monopatin,Zona B
15.0,6880.33,0,Bicicleta,Zona D
10.0,27478.08,0,Moto,Zona A
27.0,58265.96,0,Coche,Zona C
10.0,44556.78,0,Furgoneta,Zona D
14.0,87836.19,2,Furgoneta,Zona A
12.0,233247.42,1,Camion,Zona B
15.0,117061.4,1,Furgoneta,Zona B
10.0,6459.54,0,Bicicleta,Zona B
10.0,5197.86,0,Monopatin,Zona A
26.0,7919.41,0,Bicicleta,Zona B
15.0,136540.37,1,Camion,Zona D
1.0,6986.68,1,Bicicleta,Zona B
24.0,4596.28,0,Monopatin,Zona B
29.0,19518.82,2,Moto,Zona D
26.0,119417.185,0,Camion,Zona B
10.0,27332.28,1,Moto,Zona D
2.0,54778.34,1,Coche,Zona B
17.0,34137.84,0,Moto,Zona D
24.0,68497.6,1,Coche,Zona B
7.0,65667.47,0,Coche,Zona D
15.0,25573.595,0,Moto,Zona A
20.0,176256.05,0,Camion,Zona D
27.0,3550.07,0,Monopatin,Zona B
9.0,7283.17,0,Bicicleta,Zona B
22.0,9701.48,1,Bicicleta,Zona C
2.0,3671.71,0,Monopatin,Zona D
14.0,44551.18,0,Coche,Zona A
17.0,52916.26,1,Coche,Zona D
1.0,111715.12,3,Camion,Zona D
9.0,81584.45,2,Furgoneta,Zona A
20.0,16409.56,3,Moto,Zona D
15.0,49433.68,1,Coche,Zona A
19.0,8321.66,0,Bicicleta,Zona A
4.0,178140.16,1,Camion,Zona D
28.0,22985.28,0,Moto,Zona D
8.0,96590.5,0,Camion,Zona B
15.0,1189.38,0,Moto,Zona C
9.0,4523.98,1,Monopatin,Zona C
9.0,42294.3,1,Coche,Zona D
22.0,129393.18,0,Camion,Zona A
18.0,164864.15,3,Camion,Zona C
12.0,7326.92,1,Monopatin,Zona D
10.0,8592.67,0,Bicicleta,Zona C
11.0,4275.96,3,Bicicleta,Zona A
7.0,42287.2,0,Coche,Zona D
9.0,43931.75,2,Coche,Zona A
6.0,88813.17,0,Furgoneta,Zona D
19.0,5084.37,1,Monopatin,Zona C
15.0,6348.08,3,Bicicleta,Zona B
15.0,15612.64,1,Moto,Zona C
7.0,88731.23,0,Camion,Zona C
16.0,36419.8,0,Coche,Zona B
5.0,178376.77,0,Camion,Zona B
16.0,92292.29,2,Camion,Zona D
1.0,81443.27,0,Furgoneta,Zona D
19.0,10324.26,0,Bicicleta,Zona A
5.0,52923.47,2,Coche,Zona A
7.0,80903.9,0,Camion,Zona C
19.0,64776.28,2,Coche,Zona B
22.0,27656.4,0,Moto,Zona A
5.0,27548.29,0,Furgoneta,Zona C
29.0,34342.91,0,Moto,Zona B
17.0,63100.7,4,Coche,Zona D
26.0,55077.51,0,Coche,Zona C
22.0,11923.43,0,Bicicleta,Zona D
8.0,150616.84,1,Camion,Zona A
29.0,160605.91,1,Camion,Zona A
29.0,32773.01,0,Moto,Zona B
1.0,98169.06,1,Furgoneta,Zona C
2.0,2313.68,0,Monopatin,Zona D
15.0,59827.18,0,Camion,Zona B
20.0,10042.02,1,Bicicleta,Zona A
28.0,34237.38,0,Moto,Zona A
18.0,19711.2,4,Moto,Zona C
11.0,3329.36,0,Monopatin,Zona D
25.0,8630.36,2,Bicicleta,Zona C
10.0,45150.69,0,Furgoneta,Zona D
24.0,7594.65,2,Bicicleta,Zona D
24.0,71477.44,0,Coche,Zona C
4.0,7461.3,4,Bicicleta,Zona B
5.0,12522.63,0,Bicicleta,Zona C
4.0,40490.13,2,Coche,Zona C
13.0,25400.57,1,Moto,Zona A
15.0,4850.83,0,Bicicleta,Zona A
13.0,6410.56,0,Monopatin,Zona C
18.0,7568.99,2,Bicicleta,Zona C
29.0,162419.1,0,Camion,Zona A
27.0,6571.7,1,Moto,Zona D
24.0,117907.28,0,Camion,Zona B
2.0,25990.96,5,Moto,Zona B
16.0,152814.84,1,Camion,Zona B
1.0,6459.2,0,Bicicleta,Zona B
26.0,9888.38,0,Coche,Zona C
19.0,42088.47,0,Coche,Zona D
9.0,5140.64,0,Monopatin,Zona D
28.0,153190.26,0,Camion,Zona A
3.0,57685.53,2,Furgoneta,Zona C
25.0,61108.77,2,Coche,Zona D
15.0,132056.49,0,Camion,Zona C
29.0,107987.73,1,Camion,Zona A
10.0,39976.9,0,Coche,Zona A
1.0,2958.01,0,Bicicleta,Zona A
10.0,117110.43,0,Camion,Zona B
21.0,7203.2,1,Bicicleta,Zona C
9.0,59586.98,4,Coche,Zona A
28.0,9291.2,0,Bicicleta,Zona C
15.0,33025.88,0,Moto,Zona B
15.0,106561.5,0,Furgoneta,Zona B
3.0,233599.36,3,Camion,Zona B
15.0,5770.49,0,Monopatin,Zona A
5.0,59348.71,1,Furgoneta,Zona D
9.0,9982.86,3,Bicicleta,Zona C
26.0,177812.55,0,Camion,Zona A
22.0,9139.75,1,Bicicleta,Zona D
15.0,9067.82,0,Moto,Zona C
23.0,58330.4,2,Coche,Zona A
7.0,97324.61,0,Camion,Zona D
24.0,15085.56,5,Moto,Zona D
23.0,26400.15,3,Moto,Zona C
12.0,65070.66,1,Camion,Zona D
25.0,10455.55,0,Bicicleta,Zona C
27.0,6096.32,2,Monopatin,Zona C
9.0,24349.98,0,Moto,Zona C
6.0,66798.12,0,Furgoneta,Zona B
23.0,23619.26,0,Moto,Zona D
2.0,3483.63,1,Monopatin,Zona C
9.0,7815.09,2,Bicicleta,Zona A
28.0,1173.3,4,Bicicleta,Zona B
29.0,82129.04,1,Furgoneta,Zona B
17.0,25856.65,1,Moto,Zona D
1.0,10028.36,3,Bicicleta,Zona C
19.0,5449.72,3,Monopatin,Zona D
15.0,155184.05,0,Camion,Zona B
6.0,58205.47,0,Coche,Zona C
5.0,65547.86,0,Coche,Zona A
2.0,89321.38,1,Coche,Zona C
9.0,28150.13,1,Moto,Zona B
29.0,84416.58,5,Furgoneta,Zona A
26.0,10848.92,3,Bicicleta,Zona C
14.0,103143.67,0,Camion,Zona A
4.0,4821.22,0,Monopatin,Zona A
4.0,135155.81,0,Camion,Zona B
21.0,5108.62,0,Monopatin,Zona A
15.0,25509.35,0,Moto,Zona D
8.0,63496.69,3,Coche,Zona B
26.0,12279.59,0,Moto,Zona D
4.0,128803.02,1,Furgoneta,Zona A
16.0,91661.6,0,Furgoneta,Zona D
21.0,4399.61,0,Monopatin,Zona C
28.0,11907.33,3,Bicicleta,Zona A
4.0,8248.48,2,Bicicleta,Zona C
16.0,5194.85,0,Monopatin,Zona D
22.0,74847.12,2,Furgoneta,Zona C
12.0,115224.65,0,Furgoneta,Zona A
16.0,79775.58,1,Furgoneta,Zona C
19.0,20811.88,0,Moto,Zona D
8.0,103970.55,1,Furgoneta,Zona D
6.0,162586.39,0,Camion,Zona D
10.0,74099.12,1,Coche,Zona A
5.0,95206.38,1,Coche,Zona D
29.0,6719.4,0,Monopatin,Zona A
18.0,46111.2,3,Coche,Zona C
10.0,32693.5,0,Moto,Zona D
15.0,6113.78,3,Monopatin,Zona C
7.0,57956.9,0,Coche,Zona B
18.0,2664.31,1,Monopatin,Zona C
1.0,22088.7,1,Moto,Zona B
7.0,118354.26,0,Camion,Zona C
21.0,28986.97,0,Moto,Zona A
1.0,43005.53,1,Moto,Zona C
15.0,6288.87,2,Monopatin,Zona A
4.0,6055.97,4,Bicicleta,Zona B
28.0,68474.16,0,Furgoneta,Zona D
29.0,113356.73,0,Furgoneta,Zona A
20.0,101128.07,1,Camion,Zona B
10.0,156673.36,1,Camion,Zona D
23.0,82813.33,4,Furgoneta,Zona D
9.0,7600.67,0,Bicicleta,Zona C
2.0,67782.43,0,Furgoneta,Zona A
28.0,1000.0,1,Bicicleta,Zona A
15.0,139431.04,0,Camion,Zona B
16.0,34218.05,1,Coche,Zona C
1.0,2872.45,0,Monopatin,Zona C
15.0,128919.89,0,Camion,Zona D
7.0,119417.185,1,Camion,Zona D
29.0,12273.94,0,Moto,Zona D
10.0,32525.47,0,Moto,Zona B
22.0,18225.96,4,Moto,Zona B
20.0,5973.4,3,Monopatin,Zona D
1.0,29342.12,3,Moto,Zona C
13.0,7504.06,4,Bicicleta,Zona B
1.0,80716.95,0,Furgoneta,Zona C
5.0,44057.0,0,Coche,Zona B
16.0,129487.34,0,Camion,Zona B
15.0,8611.29,3,Bicicleta,Zona D
17.0,36141.72,2,Coche,Zona A
28.0,4741.2,1,Bicicleta,Zona D
23.0,10420.05,3,Bicicleta,Zona D
16.0,127344.38,1,Camion,Zona C
13.0,100876.07,0,Furgoneta,Zona D
11.0,19971.97,0,Moto,Zona C
17.0,3763.34,0,Monopatin,Zona C
17.0,55715.91,0,Furgoneta,Zona D
2.0,4728.86,0,Monopatin,Zona C
13.0,128368.07,2,Camion,Zona C
14.0,100422.3,0,Camion,Zona C
28.0,40367.78,0,Coche,Zona C
15.0,5373.19,5,Monopatin,Zona B
3.0,58806.97,2,Furgoneta,Zona B
29.0,63845.12,4,Furgoneta,Zona C
27.0,7792.79,0,Bicicleta,Zona C
17.0,6001.67,0,Bicicleta,Zona B
15.0,8214.6,1,Bicicleta,Zona B
9.0,135849.03,0,Camion,Zona C
10.0,106240.99,0,Furgoneta,Zona C
8.0,3380.15,0,Monopatin,Zona D
21.0,126042.32,0,Camion,Zona B
13.0,49070.78,4,Coche,Zona B
27.0,3564.36,0,Bicicleta,Zona D
18.0,79363.66,5,Camion,Zona B
5.0,137098.1,0,Camion,Zona A
6.0,29710.15,0,Coche,Zona B
15.0,24449.35,1,Moto,Zona D
11.0,29061.38,2,Furgoneta,Zona A
20.0,4845.57,1,Monopatin,Zona C
16.0,9598.68,1,Moto,Zona D
9.0,6549.01,0,Bicicleta,Zona D
2.0,104241.41,0,Camion,Zona C
5.0,51845.38,0,Coche,Zona D
1.0,46211.73,0,Coche,Zona B
4.0,50338.39,4,Furgoneta,Zona C
4.0,15870.89,3,Moto,Zona D
22.0,41261.39,0,Coche,Zona C
26.0,127433.48,1,Camion,Zona B
15.0,83896.48,1,Furgoneta,Zona C
3.0,6004.11,0,Monopatin,Zona A
9.0,42497.88,0,Coche,Zona D
22.0,23984.85,0,Coche,Zona A
23.0,7241.6,1,Bicicleta,Zona D
12.0,8026.51,0,Bicicleta,Zona B
10.0,78069.04,3,Camion,Zona B
2.0,3395.24,0,Monopatin,Zona B
11.0,28381.92,0,Moto,Zona D
10.0,82414.92,0,Furgoneta,Zona C
22.0,160783.3,2,Camion,Zona C
6.0,12133.04,1,Bicicleta,Zona A
18.0,43932.59,1,Furgoneta,Zona A
2.0,6994.72,0,Bicicleta,Zona B
2.0,82967.23,0,Furgoneta,Zona A
10.0,27726.8,0,Moto,Zona D
16.0,156571.72,0,Camion,Zona D
12.0,97487.0,1,Furgoneta,Zona A
1.0,6707.65,0,Monopatin,Zona A
21.0,50920.4,0,Coche,Zona A
8.0,4057.24,0,Monopatin,Zona A
16.0,7924.93,0,Monopatin,Zona B
18.0,52299.88,2,Coche,Zona B
13.0,4637.23,2,Monopatin,Zona A
15.0,54266.74,2,Furgoneta,Zona D
21.0,83827.24,1,Furgoneta,Zona B
12.0,104107.76,0,Furgoneta,Zona D
8.0,42493.02,1,Coche,Zona C
10.0,4799.93,0,Monopatin,Zona D
14.0,53737.35,2,Coche,Zona A
5.0,91332.19,2,Furgoneta,Zona C
18.0,4610.25,1,Monopatin,Zona B
19.0,4409.59,0,Coche,Zona B
15.0,6774.17,5,Bicicleta,Zona C
6.0,5344.17,2,Bicicleta,Zona D
27.0,19223.66,1,Moto,Zona B
11.0,91305.6,0,Camion,Zona A
21.0,4298.77,0,Bicicleta,Zona C
11.0,64894.17,0,Coche,Zona A
20.0,8862.96,0,Bicicleta,Zona C
15.0,26066.7,1,Moto,Zona B
21.0,6956.82,3,Monopatin,Zona D
18.0,30383.86,0,Moto,Zona C
25.0,3815.58,1,Monopatin,Zona C
18.0,6760.09,0,Monopatin,Zona A
10.0,155001.41,0,Camion,Zona B
2.0,5316.99,4,Bicicleta,Zona A
26.0,63541.72,1,Coche,Zona B
15.0,42991.26,1,Coche,Zona A
14.0,103931.56,0,Coche,Zona C
19.0,4493.08,0,Monopatin,Zona A
10.0,49002.16,0,Coche,Zona D
23.0,104510.13,0,Camion,Zona B
4.0,3541.75,0,Monopatin,Zona B
29.0,66707.17,2,Camion,Zona C
29.0,12515.04,0,Coche,Zona B
6.0,34179.91,0,Coche,Zona D
14.0,143134.96,1,Furgoneta,Zona A
4.0,57173.91,3,Coche,Zona C
26.0,7796.33,4,Monopatin,Zona D
15.0,4522.7,2,Coche,Zona B
16.0,4297.52,0,Monopatin,Zona B
7.0,121196.98,0,Furgoneta,Zona D
17.0,89018.3,3,Furgoneta,Zona A
19.0,35670.87,3,Coche,Zona A
29.0,29746.88,1,Moto,Zona C
19.0,34381.63,0,Moto,Zona B
17.0,45731.06,0,Furgoneta,Zona D
6.0,56969.87,2,Coche,Zona A
29.0,14787.06,0,Moto,Zona C
11.0,67951.33,1,Coche,Zona B
16.0,53460.48,4,Coche,Zona B
25.0,59444.92,1,Coche,Zona C
8.0,7478.13,0,Coche,Zona C
11.0,2327.6,0,Monopatin,Zona A
7.0,43378.52,0,Coche,Zona D
26.0,10231.61,1,Bicicleta,Zona B
15.0,127847.09,1,Furgoneta,Zona D
22.0,27117.18,0,Moto,Zona B
25.0,3970.47,0,Monopatin,Zona B
19.0,29017.77,0,Moto,Zona D
26.0,6259.84,4,Monopatin,Zona C
10.0,25995.65,2,Moto,Zona A
9.0,5106.82,0,Monopatin,Zona B
4.0,26602.06,4,Moto,Zona C
23.0,25326.63,1,Moto,Zona B
15.0,27233.36,2,Moto,Zona A
13.0,38706.72,1,Moto,Zona B
25.0,31200.73,2,Furgoneta,Zona A
2.0,46423.16,0,Coche,Zona A
2.0,86435.25,1,Camion,Zona B
16.0,10833.93,2,Bicicleta,Zona B
9.0,114928.24,0,Camion,Zona A
28.0,140149.37,0,Camion,Zona C
13.0,7140.96,0,Monopatin,Zona D
3.0,33784.86,0,Coche,Zona A
9.0,4208.72,0,Coche,Zona B
13.0,69861.24,1,Coche,Zona B
22.0,25573.595,0,Moto,Zona D
2.0,41591.47,3,Furgoneta,Zona A
8.0,35225.23,1,Moto,Zona A
27.0,66050.08,0,Furgoneta,Zona D
9.0,5526.74,0,Monopatin,Zona A
16.0,96223.53,1,Furgoneta,Zona D
2.0,3795.14,2,Monopatin,Zona B
6.0,51456.0,0,Camion,Zona D
22.0,119417.185,3,Camion,Zona A
8.0,74340.13,2,Furgoneta,Zona D
